Insect species,Plant species,Pollen grains
Apis mellifera,Erica cinerea,163
Bombus lucorum/terrestris,Erica tetralix,166
Epistrophe grossulariae,Calluna vulgaris,166
Apis mellifera,Erica cinerea,174
Bombus jonellus,Calluna vulgaris,183
Helophilus pendulus,Calluna vulgaris,191
Bombus lucorum/terrestris,Calluna vulgaris,194
Bombus lapidarius,Erica cinerea,200
Apis mellifera,Calluna vulgaris,206
Apis mellifera,Calluna vulgaris,207
Bombus lucorum/terrestris,Erica cinerea,209
Bombus lucorum/terrestris,Erica cinerea,209
Bombus lucorum/terrestris,Calluna vulgaris,220
Eristalis tenax,Hypochaeris glabra,222
Bombus lucorum/terrestris,Calluna vulgaris,224
Bombus lucorum/terrestris,Calluna vulgaris,225
Bombus lucorum/terrestris,Calluna vulgaris,231
Apis mellifera,Calluna vulgaris,233
Apis mellifera,Calluna vulgaris,234
Bombus lucorum/terrestris,Calluna vulgaris,237
Apis mellifera,Calluna vulgaris,245
Bombus jonellus,Calluna vulgaris,246
Bombus lucorum/terrestris,Calluna vulgaris,247
Apis mellifera,Calluna vulgaris,251
Bombus humilis,Ulex europaeus,252
Bombus lucorum/terrestris,Calluna vulgaris,253
Bombus lucorum/terrestris,Calluna vulgaris,257
Episyrphus balteatus,Calluna vulgaris,262
Apis mellifera,Erica cinerea,262
Bombus lucorum/terrestris,Calluna vulgaris,269
Apis mellifera,Calluna vulgaris,269.4
Bombus lucorum/terrestris,Calluna vulgaris,271.6
Bombus lucorum/terrestris,Calluna vulgaris,271.6
Bombus lucorum/terrestris,Calluna vulgaris,271.6
Bombus lucorum/terrestris,Calluna vulgaris,271.6
Bombus lucorum/terrestris,Calluna vulgaris,271.6
Bombus lucorum/terrestris,Calluna vulgaris,271.6
Bombus lucorum/terrestris,Calluna vulgaris,271.6
Bombus lucorum/terrestris,Calluna vulgaris,271.6
Bombus lucorum/terrestris,Calluna vulgaris,274
Apis mellifera,Erica cinerea,276
Apis mellifera,Calluna vulgaris,279
Bombus lucorum/terrestris,Erica tetralix,280
Sarcophaga indet.,Calluna vulgaris,282
Apis mellifera,Calluna vulgaris,284
Bombus pascuorum,Calluna vulgaris,291
Andrena ovatula,Calluna vulgaris,294
Apis mellifera,Erica cinerea,295
Andrena dorsata,Calluna vulgaris,298
Bombus lucorum/terrestris,Calluna vulgaris,304.9
Bombus lucorum/terrestris,Calluna vulgaris,304.9
Bombus lucorum/terrestris,Calluna vulgaris,307.9
Bombus lucorum/terrestris,Calluna vulgaris,307.9
Bombus lucorum/terrestris,Calluna vulgaris,307.9
Bombus lucorum/terrestris,Calluna vulgaris,307.9
Bombus lucorum/terrestris,Calluna vulgaris,308
Bombus humilis,Erica cinerea,309
Bombus jonellus,Calluna vulgaris,310
Bombus lucorum/terrestris,Calluna vulgaris,328
Bombus humilis,Calluna vulgaris,331
Andrena dorsata,Erica cinerea,332
Bombus pascuorum,Calluna vulgaris,333
Bombus humilis,Calluna vulgaris,334
Apis mellifera,Calluna vulgaris,335
Eristalis tenax,Leontodon saxatilis,337
Bombus lucorum/terrestris,Calluna vulgaris,348
Bombus lucorum/terrestris,Erica cinerea,355
Bombus lucorum/terrestris,Ulex minor,355
Bombus lucorum/terrestris,Calluna vulgaris,362
Apis mellifera,Calluna vulgaris,368
Apis mellifera,Calluna vulgaris,373
Bombus lucorum/terrestris,Calluna vulgaris,375
Helophilus pendulus,Calluna vulgaris,378
Bombus lucorum/terrestris,Ulex minor,390
Bombus lucorum/terrestris,Calluna vulgaris,394
Apis mellifera,Calluna vulgaris,397
Bombus lucorum/terrestris,Calluna vulgaris,407
Bombus jonellus,Calluna vulgaris,415
Sarcophaga indet.,Calluna vulgaris,424
Bombus lucorum/terrestris,Calluna vulgaris,427
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,437.6
Bombus lucorum/terrestris,Calluna vulgaris,446
Apis mellifera,Calluna vulgaris,451
Bombus lucorum/terrestris,Calluna vulgaris,453
Helophilus pendulus,Calluna vulgaris,453
Bombus humilis,Ulex europaeus,455
Bombus lucorum/terrestris,Calluna vulgaris,458
Bombus lucorum/terrestris,Calluna vulgaris,475
Colletes succinctus,Ulex minor,506
Apis mellifera,Calluna vulgaris,507
Apis mellifera,Calluna vulgaris,517
Apis mellifera,Erica cinerea,517
Apis mellifera,Calluna vulgaris,523
Metasyrphus luniger,Calluna vulgaris,525
Bombus lucorum/terrestris,Calluna vulgaris,534
Bombus lucorum/terrestris,Ulex minor,542
Apis mellifera,Calluna vulgaris,557
Bombus lucorum/terrestris,Calluna vulgaris,564
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Apis mellifera,Calluna vulgaris,564.8
Bombus lucorum/terrestris,Calluna vulgaris,565
Apis mellifera,Calluna vulgaris,571
Bombus lucorum/terrestris,Calluna vulgaris,583
Bombus lucorum/terrestris,Calluna vulgaris,583
Apis mellifera,Calluna vulgaris,585
Bombus lucorum/terrestris,Ulex minor,592
Apis mellifera,Calluna vulgaris,597
Bombus jonellus,Calluna vulgaris,602
Colletes succinctus,Calluna vulgaris,604
Bombus lucorum/terrestris,Calluna vulgaris,608
Apis mellifera,Calluna vulgaris,611
Bombus lucorum/terrestris,Calluna vulgaris,643
Apis mellifera,Calluna vulgaris,644.5
Apis mellifera,Calluna vulgaris,644.5
Apis mellifera,Calluna vulgaris,644.5
Apis mellifera,Calluna vulgaris,644.5
Apis mellifera,Calluna vulgaris,644.5
Apis mellifera,Calluna vulgaris,644.5
Apis mellifera,Calluna vulgaris,644.5
Apis mellifera,Calluna vulgaris,644.5
Apis mellifera,Calluna vulgaris,644.5
Apis mellifera,Calluna vulgaris,644.5
Apis mellifera,Calluna vulgaris,659
Apis mellifera,Calluna vulgaris,671
Bombus lucorum/terrestris,Erica tetralix,676
Apis mellifera,Calluna vulgaris,696
Bombus lucorum/terrestris,Calluna vulgaris,722
Bombus lucorum/terrestris,Calluna vulgaris,743
Bombus lucorum/terrestris,Calluna vulgaris,763
Bombus lucorum/terrestris,Calluna vulgaris,821
Apis mellifera,Calluna vulgaris,850
Bombus lucorum/terrestris,Calluna vulgaris,937
Bombus lucorum/terrestris,Calluna vulgaris,963
Apis mellifera,Calluna vulgaris,985
Apis mellifera,Calluna vulgaris,1016
Bombus lucorum/terrestris,Calluna vulgaris,1112
Bombus lucorum/terrestris,Calluna vulgaris,1167
Bombus lucorum/terrestris,Calluna vulgaris,1178
Bombus lucorum/terrestris,Calluna vulgaris,1178
Bombus lucorum/terrestris,Calluna vulgaris,1326.3
Bombus lucorum/terrestris,Calluna vulgaris,1326.3
Bombus lucorum/terrestris,Calluna vulgaris,1341
Bombus lucorum/terrestris,Calluna vulgaris,1355
Bombus lucorum/terrestris,Calluna vulgaris,1376
Bombus humilis,Ulex minor,1382
Bombus lucorum/terrestris,Calluna vulgaris,1540
Bombus lucorum/terrestris,Calluna vulgaris,1574
Apis mellifera,Calluna vulgaris,1599
Bombus lucorum/terrestris,Calluna vulgaris,1721.3
Bombus lucorum/terrestris,Calluna vulgaris,1721.3
Bombus lucorum/terrestris,Calluna vulgaris,1721.3
Bombus lucorum/terrestris,Calluna vulgaris,1721.3
Bombus lucorum/terrestris,Calluna vulgaris,1721.3
Bombus lucorum/terrestris,Ulex minor,1758
Bombus lucorum/terrestris,Calluna vulgaris,1815
Bombus lucorum/terrestris,Calluna vulgaris,1883
Apis mellifera,Calluna vulgaris,1993
Apis mellifera,Calluna vulgaris,1994
Bombus lucorum/terrestris,Calluna vulgaris,2115
Bombus humilis,Ulex minor,2272
Bombus lucorum/terrestris,Calluna vulgaris,2723
Colletes succinctus,Calluna vulgaris,2989
Bombus lucorum/terrestris,Calluna vulgaris,3077
Andrena dorsata,Ulex minor,3998
Bombus lucorum/terrestris,Calluna vulgaris,4856
Colletes succinctus,Ulex minor,5376
Bombus pascuorum,Senecio jacobaea,5
Sericomyia silentis,Ulex europaeus,5
Apis mellifera,Erica cinerea,5
Bombus lucorum/terrestris,Centaurium erythraea,5
Sphaerophoria scripta,Calluna vulgaris,5
Bombus humilis,Hypochaeris glabra,5
Sphaerophoria scripta,Calluna vulgaris,5
Apis mellifera,Erica cinerea,5
Apis mellifera,Ulex minor,5
Metasyrphus luniger,Ulex minor,5
Apis mellifera,Hypochaeris glabra,5
Bombus pascuorum,Ulex europaeus,5
Sphaerophoria scripta,Calluna vulgaris,5
Apis mellifera,Ulex minor,5
Bombus lucorum/terrestris,Ulex minor,5.1
Bombus lucorum/terrestris,Ulex minor,5.1
Bombus jonellus,Erica cinerea,6
Bombus pascuorum,Calluna vulgaris,6
Linnaemyia vulpina,Erica tetralix,6
Sarcophaga indet.,Calluna vulgaris,6
Sarcophaga variegata,Calluna vulgaris,6
Apis mellifera,Ulex europaeus,6
Bombus lucorum/terrestris,Erica cinerea,6
Bombus pascuorum,Erica cinerea,6
Bombus pascuorum,Erica tetralix,6
Epistrophe grossulariae,Hypochaeris glabra,6
Episyrphus balteatus,Calluna vulgaris,7
Bombus lucorum/terrestris,Erica cinerea,7
Bombus lucorum/terrestris,Calluna vulgaris,7
Bombus lucorum/terrestris,Ulex minor,7
Episyrphus balteatus,Calluna vulgaris,7
Sarcophaga variegata,Hypochaeris glabra,7
Apis mellifera,Ulex minor,7
Bombus humilis,Erica cinerea,7
Bombus lucorum/terrestris,Erica cinerea,8
Bombus muscorum,Erica tetralix,8
Apis mellifera,Erica cinerea,8
Bombus lucorum/terrestris,Erica cinerea,8
Apis mellifera,Erica cinerea,8
Bombus pascuorum,Ulex minor,8
Bombus pascuorum,Erica cinerea,8
Bombus humilis,Erica cinerea,8
Bombus humilis,Erica tetralix,8
Bombus lucorum/terrestris,Erica tetralix,9
Bombus jonellus,Erica tetralix,9
Sericomyia silentis,Ulex minor,9
Apis mellifera,Erica cinerea,9
Rhagonycha fulva,Calluna vulgaris,9
Apis mellifera,Erica cinerea,9
Episyrphus balteatus,Ulex minor,9
Metasyrphus luniger,Ulex minor,9
Bombus humilis,Erica cinerea,10
Bombus lucorum/terrestris,Ulex minor,10
Apis mellifera,Calluna vulgaris,10
Bombus lucorum/terrestris,Calluna vulgaris,10
Apis mellifera,Centaurium erythraea,10
Metasyrphus corollae,Calluna vulgaris,10
Bombus lucorum/terrestris,Centaurium erythraea,11
Apis mellifera,Ulex minor,11
Bombus pascuorum,Erica cinerea,11
Bombus muscorum,Calluna vulgaris,12
Bombus pascuorum,Hypochaeris glabra,12
Bombus lucorum/terrestris,Erica cinerea,12.9
Bombus lucorum/terrestris,Erica cinerea,12.9
Apis mellifera,Erica cinerea,13
Rhagonycha fulva,Calluna vulgaris,13
Bombus pascuorum,Erica tetralix,13
Apis mellifera,Erica cinerea,13
Metasyrphus luniger,Hypochaeris glabra,14
Apis mellifera,Erica cinerea,15
Rhagonycha fulva,Calluna vulgaris,15
Bombus lucorum/terrestris,Calluna vulgaris,15
Apis mellifera,Ulex minor,15
Bombus muscorum,Erica cinerea,16
Metasyrphus luniger,Calluna vulgaris,16
Sarcophaga carnaria,Circium palustre,16
Apis mellifera,Circium palustre,16
Sarcophaga indet.,Circium palustre,16
Bombus lucorum/terrestris,Erica cinerea,17
Bombus lucorum/terrestris,Erica cinerea,17
Apis mellifera,Erica cinerea,17
Apis mellifera,Erica cinerea,17
Rhagonycha fulva,Calluna vulgaris,17
Bombus muscorum,Erica tetralix,17
Sarcophaga variegata,Circium palustre,17
Episyrphus balteatus,Calluna vulgaris,17
Linnaemyia vulpina,Calluna vulgaris,18
Bombus lucorum/terrestris,Ulex minor,18
Apis mellifera,Calluna vulgaris,18
Bombus lucorum/terrestris,Ulex minor,18
Parasitica indet.,Ulex europaeus,19
Tachina grossa,Senecio jacobaea,19
Rhagonycha fulva,Calluna vulgaris,19
Bombus humilis,Erica tetralix,19
Episyrphus balteatus,Calluna vulgaris,20
Bombus lapidarius,Erica tetralix,20
Bombus lucorum/terrestris,Erica cinerea,21
Bombus lucorum/terrestris,Ulex minor,21
Bombus humilis,Erica cinerea,21
Eristalis arbustorum,Hypochaeris glabra,21
Bombus humilis,Calluna vulgaris,22
Apis mellifera,Ulex minor,22
Metasyrphus corollae,Calluna vulgaris,22
Pollenia angustigena,Calluna vulgaris,22
Bombus jonellus,Erica cinerea,23
Apis mellifera,Calluna vulgaris,23
Apis mellifera,Ulex minor,23
Bombus lucorum/terrestris,Ulex europaeus,24
Colletes succinctus,Ulex minor,24
Apis mellifera,Calluna vulgaris,25
Sarcophaga indet.,Calluna vulgaris,25
Apis mellifera,Calluna vulgaris,26
Bombus pascuorum,Erica cinerea,26
Bombus pascuorum,Erica tetralix,26
Bicellaria pilosa,Ulex europaeus,27
Bombus pascuorum,Ulex europaeus,27
Bombus lapidarius,Calluna vulgaris,27
Apis mellifera,Calluna vulgaris,27
Bombus humilis,Calluna vulgaris,28
Bombus lapidarius,Calluna vulgaris,28
Bombus lucorum/terrestris,Ulex minor,28
Pollenia amentaria,Calluna vulgaris,28
Sarcophaga indet.,Senecio jacobaea,29
Bombus lucorum/terrestris,Calluna vulgaris,29
Episyrphus balteatus,Calluna vulgaris,29
Bombus lucorum/terrestris,Erica cinerea,29
Apis mellifera,Erica cinerea,30
Bombus humilis,Erica tetralix,31
Metasyrphus corollae,Calluna vulgaris,31
Apis mellifera,Calluna vulgaris,32
Bombus lucorum/terrestris,Calluna vulgaris,33
Bombus lucorum/terrestris,Calluna vulgaris,33
Pollenia viatica,Calluna vulgaris,33
Episyrphus balteatus,Calluna vulgaris,33
Rhagonycha fulva,Calluna vulgaris,34
Sarcophaga indet.,Calluna vulgaris,34
Episyrphus balteatus,Calluna vulgaris,34
Bombus pascuorum,Calluna vulgaris,39
Sarcophaga indet.,Calluna vulgaris,40
Epistrophe grossulariae,Ulex minor,40
Bombus lucorum/terrestris,Ulex europaeus,40
Bombus humilis,Calluna vulgaris,40
Bombus lucorum/terrestris,Erica cinerea,41
Bombus humilis,Erica tetralix,41
Bombus humilis,Calluna vulgaris,41
Bombus lucorum/terrestris,Ulex minor,41
Bombus jonellus,Calluna vulgaris,43
Bombus lucorum/terrestris,Erica cinerea,43
Sarcophaga carnaria,Erica cinerea,44
Bombus lucorum/terrestris,Erica cinerea,44
Bombus lucorum/terrestris,Calluna vulgaris,45
Brachicoma devia,Calluna vulgaris,46
Bombus lapidarius,Erica cinerea,46
Bombus lucorum/terrestris,Calluna vulgaris,47
Apis mellifera,Erica cinerea,48
Bombus lucorum/terrestris,Erica tetralix,51
Andrena fuscipes,Calluna vulgaris,51
Epistrophe grossulariae,Calluna vulgaris,51
Apis mellifera,Calluna vulgaris,54
Helophilus pendulus,Calluna vulgaris,56
Bombus lucorum/terrestris,Erica cinerea,56
Apis mellifera,Calluna vulgaris,56
Bombus lucorum/terrestris,Erica cinerea,57
Bombus lucorum/terrestris,Erica cinerea,59
Apis mellifera,Erica cinerea,60
Rhagonycha fulva,Calluna vulgaris,64
Bombus humilis,Erica tetralix,65
Apis mellifera,Erica cinerea,65
Bombus lucorum/terrestris,Erica cinerea,67
Bombus jonellus,Calluna vulgaris,67
Metasyrphus luniger,Circium palustre,71
Apis mellifera,Calluna vulgaris,71
Sericomyia silentis,Calluna vulgaris,72
Bombus lucorum/terrestris,Calluna vulgaris,72
Episyrphus balteatus,Calluna vulgaris,75
Eristalis arbustorum,Calluna vulgaris,76
Bombus lucorum/terrestris,Erica cinerea,78
Bombus lucorum/terrestris,Erica cinerea,78
Bombus jonellus,Erica cinerea,81
Metasyrphus corollae,Calluna vulgaris,83
Andrena fuscipes,Calluna vulgaris,86
Bombus lucorum/terrestris,Erica cinerea,90
Bombus lucorum/terrestris,Calluna vulgaris,91
Sarcophaga carnaria,Calluna vulgaris,95
Metasyrphus luniger,Calluna vulgaris,98
Bellardia pandia,Calluna vulgaris,101
Bombus lapidarius,Erica cinerea,107
Bombus jonellus,Calluna vulgaris,109
Bombus muscorum,Erica cinerea,110
Apis mellifera,Calluna vulgaris,112
Bombus lucorum/terrestris,Calluna vulgaris,113
Bombus lucorum/terrestris,Calluna vulgaris,113
Bombus lucorum/terrestris,Erica cinerea,114
Epistrophe grossulariae,Calluna vulgaris,118
Bombus pascuorum,Calluna vulgaris,121
Sericomyia silentis,Calluna vulgaris,122
Metasyrphus luniger,Calluna vulgaris,123
Bombus pascuorum,Ulex minor,125
Rhagonycha fulva,Calluna vulgaris,135
Sarcophaga indet.,Calluna vulgaris,139
Bombus lucorum/terrestris,Centaurium erythraea,149
Bombus lucorum/terrestris,Hypochaeris glabra,155
Bombus lucorum/terrestris,Calluna vulgaris,157
Bombus lucorum/terrestris,Hypochaeris radicata,159
Cerceris arenaria,Calluna vulgaris,163
Apis mellifera,Erica cinerea,163
Linnaemyia vulpina,Calluna vulgaris,173
Apis mellifera,Erica tetralix,177
Bombus lucorum/terrestris,Ulex minor,190
Tachina grossa,Calluna vulgaris,192
Sarcophaga indet.,Calluna vulgaris,200
Linnaemyia vulpina,Calluna vulgaris,211
Bombus humilis,Calluna vulgaris,211
Bombus pascuorum,Ulex minor,217
Helophilus pendulus,Calluna vulgaris,218
Bombus pascuorum,Calluna vulgaris,225
Bombus lucorum/terrestris,Calluna vulgaris,227
Bombus lucorum/terrestris,Calluna vulgaris,227
Bombus jonellus,Erica cinerea,242
Sarcophaga indet.,Calluna vulgaris,248
Apis mellifera,Calluna vulgaris,269
Apis mellifera,Erica cinerea,272
Bombus pascuorum,Calluna vulgaris,286
Bombus humilis,Ulex minor,299
Apis mellifera,Erica cinerea,307
Bombus humilis,Ulex minor,331
Bombus lucorum/terrestris,Calluna vulgaris,332
Sarcophaga variegata,Calluna vulgaris,334
Apis mellifera,Calluna vulgaris,335
Bombus humilis,Erica cinerea,338
Apis mellifera,Calluna vulgaris,348
Metasyrphus luniger,Calluna vulgaris,391
Apis mellifera,Calluna vulgaris,403
Bombus lucorum/terrestris,Calluna vulgaris,420
Bombus lucorum/terrestris,Calluna vulgaris,421
Bombus lucorum/terrestris,Calluna vulgaris,428
Apis mellifera,Calluna vulgaris,440
Bombus pascuorum,Ulex minor,453
Apis mellifera,Calluna vulgaris,461
Bombus lucorum/terrestris,Ulex minor,486
Apis mellifera,Calluna vulgaris,497
Bombus pascuorum,Calluna vulgaris,498
Bombus lucorum/terrestris,Calluna vulgaris,506
Bombus lucorum/terrestris,Calluna vulgaris,514
Apis mellifera,Calluna vulgaris,529
Bombus lucorum/terrestris,Calluna vulgaris,531
Apis mellifera,Calluna vulgaris,585
Bombus lucorum/terrestris,Calluna vulgaris,635
Bombus lucorum/terrestris,Calluna vulgaris,679
Bombus lucorum/terrestris,Calluna vulgaris,686
Bombus lucorum/terrestris,Calluna vulgaris,686
Apis mellifera,Calluna vulgaris,735.5
Apis mellifera,Calluna vulgaris,735.5
Apis mellifera,Calluna vulgaris,735.5
Apis mellifera,Calluna vulgaris,752
Andrena fuscipes,Calluna vulgaris,813
Apis mellifera,Calluna vulgaris,824
Apis mellifera,Calluna vulgaris,872
Apis mellifera,Calluna vulgaris,897
Bombus lucorum/terrestris,Calluna vulgaris,915
Eristalis arbustorum,Circium palustre,920
Apis mellifera,Calluna vulgaris,966
Bombus lucorum/terrestris,Calluna vulgaris,1045
Bombus pascuorum,Ulex minor,1097
Apis mellifera,Ulex minor,1259
Bombus lucorum/terrestris,Calluna vulgaris,1260
Bombus lucorum/terrestris,Calluna vulgaris,1281.4
Bombus lucorum/terrestris,Calluna vulgaris,1281.4
Bombus pascuorum,Ulex minor,1321
Bombus lucorum/terrestris,Calluna vulgaris,1390
Bombus lucorum/terrestris,Calluna vulgaris,1438
Colletes succinctus,Calluna vulgaris,1571
Apis mellifera,Calluna vulgaris,1591
Colletes succinctus,Calluna vulgaris,1609
Bombus lucorum/terrestris,Calluna vulgaris,1731
Bombus lucorum/terrestris,Ulex minor,1752
Apis mellifera,Ulex minor,2034
Apis mellifera,Calluna vulgaris,2060
Bombus lucorum/terrestris,Ulex minor,2066
Bombus lucorum/terrestris,Ulex minor,2157
Bombus lucorum/terrestris,Ulex minor,2522
Bombus humilis,Ulex minor,2821
Andrena fuscipes,Calluna vulgaris,3147
Andrena fuscipes,Calluna vulgaris,3825
Andrena fuscipes,Calluna vulgaris,4128
Bombus lucorum/terrestris,Calluna vulgaris,4272
Philanthus triangulum,Erica cinerea,5
Bombus lapidarius,Ulex europaeus,5
Apis mellifera,Erica tetralix,5
Metasyrphus corollae,Erica cinerea,5
Bombus lapidarius,Ulex minor,5
Apis mellifera,Ulex minor,5
Apis mellifera,Erica tetralix,5
Apis mellifera,Ulex minor,5
Bombus lucorum/terrestris,Ulex minor,5
Apis mellifera,Ulex minor,5
Philanthus triangulum,Erica cinerea,5
Apis mellifera,Calluna vulgaris,5
Apis mellifera,Calluna vulgaris,5
Apis mellifera,Erica cinerea,5
Apis mellifera,Calluna vulgaris,5
Andrena ovatula,Ulex minor,5
Apis mellifera,Calluna vulgaris,5
Apis mellifera,Ulex minor,5
Bombus pascuorum,Erica cinerea,5
Bombus lapidarius,Erica tetralix,6
Musca autumnalis,Calluna vulgaris,6
Bombus lucorum/terrestris,Calluna vulgaris,6
Apis mellifera,Erica tetralix,6
Apis mellifera,Erica cinerea,6
Apis mellifera,Erica cinerea,6
Apis mellifera,Erica tetralix,6
Bombus lapidarius,Senecio jacobaea,6
Apis mellifera,Calluna vulgaris,6
Sicus ferrugineus,Calluna vulgaris,6
Apis mellifera,Erica tetralix,6
Bombus lapidarius,Calluna vulgaris,6
Episyrphus balteatus,Calluna vulgaris,6
Apis mellifera,Calluna vulgaris,6
Bombus lapidarius,Erica cinerea,7
Bombus lucorum/terrestris,Erica tetralix,7
Bombus lucorum/terrestris,Ulex minor,7
Sphaerophoria scripta,Calluna vulgaris,7
Apis mellifera,Erica cinerea,7
Apis mellifera,Erica tetralix,7
